individual_id,timestamp,lat,lon,source,heading_deg,step_km,speed_kmh,declination_deg,inclination_deg,intensity_nt
placeholder-05,2026-03-28T12:00:00Z,40.56144,-107.83564,placeholder_deterministic,356.594734239048,3.8541529766971077,0.16058970736237949,,,
placeholder-05,2026-03-29T12:00:00Z,40.55211,-107.81992,placeholder_deterministic,127.99115601313974,1.685236502926789,0.07021818762194955,,,
placeholder-05,2026-03-30T12:00:00Z,40.54472,-107.83224,placeholder_deterministic,231.71613495861902,1.3261998671817075,0.05525832779923781,,,
placeholder-05,2026-03-31T12:00:00Z,40.56903,-107.79487,placeholder_deterministic,49.417082365231124,4.1562170368468765,0.17317570986861985,,,
placeholder-05,2026-04-01T12:00:00Z,40.60103,-107.81216,placeholder_deterministic,337.6955335897255,3.846149293879589,0.1602562205783162,,,
placeholder-05,2026-04-02T12:00:00Z,40.57769,-107.79906,placeholder_deterministic,156.910936049866,2.821195284817775,0.11754980353407396,,,
placeholder-05,2026-04-03T12:00:00Z,40.5817,-107.76822,placeholder_deterministic,80.27517103936606,2.6424154517174854,0.11010064382156189,,,
placeholder-05,2026-04-04T12:00:00Z,40.5751,-107.74349,placeholder_deterministic,109.35263929407142,2.213743466744715,0.09223931111436312,,,
placeholder-05,2026-04-05T12:00:00Z,40.57566,-107.6915,placeholder_deterministic,89.17062628393586,4.391423454806735,0.18297597728361395,,,
placeholder-05,2026-04-06T12:00:00Z,40.58714,-107.65465,placeholder_deterministic,67.68499532676708,3.363639542714258,0.1401516476130941,,,
placeholder-05,2026-04-07T12:00:00Z,40.59162,-107.64715,placeholder_deterministic,51.80917268157697,0.8057484671739416,0.033572852798914234,,,
placeholder-05,2026-04-08T12:00:00Z,40.59563,-107.67973,placeholder_deterministic,279.2175696258242,2.7868006518461415,0.11611669382692257,,,
placeholder-05,2026-04-09T12:00:00Z,40.61167,-107.7128,placeholder_deterministic,302.5831154105806,3.312936613422297,0.13803902555926237,,,
placeholder-05,2026-04-10T12:00:00Z,40.6234,-107.70864,placeholder_deterministic,15.065599429210806,1.3507516547693463,0.056281318948722764,,,
placeholder-05,2026-04-11T12:00:00Z,40.62022,-107.70867,placeholder_deterministic,180.41027487552614,0.3536089318848857,0.01473370549520357,,,
placeholder-05,2026-04-12T12:00:00Z,40.64911,-107.681,placeholder_deterministic,36.00179586126944,3.9713153955567884,0.16547147481486618,,,
placeholder-05,2026-04-13T12:00:00Z,40.62539,-107.68277,placeholder_deterministic,183.2415276554274,2.641768874267204,0.11007370309446683,,,
placeholder-05,2026-04-14T12:00:00Z,40.6491,-107.69673,placeholder_deterministic,335.9296720696794,2.887616323361754,0.12031734680673974,,,
placeholder-05,2026-04-15T12:00:00Z,40.66169,-107.66812,placeholder_deterministic,59.874478074374395,2.7900929213095575,0.11625387172123157,,,
placeholder-05,2026-04-16T12:00:00Z,40.68724,-107.64217,placeholder_deterministic,37.598549189289656,3.5861858208761315,0.14942440920317215,,,
placeholder-05,2026-04-17T12:00:00Z,40.67042,-107.66234,placeholder_deterministic,222.29055490074663,2.528048172755548,0.10533534053148118,,,
placeholder-05,2026-04-18T12:00:00Z,40.68067,-107.69185,placeholder_deterministic,294.616579085429,2.7372042652677204,0.11405017771948835,,,
placeholder-05,2026-04-19T12:00:00Z,40.68581,-107.72519,placeholder_deterministic,281.50260903653987,2.868801727006286,0.11953340529192859,,,
placeholder-05,2026-04-20T12:00:00Z,40.69147,-107.68981,placeholder_deterministic,78.07499796464413,3.0487353276270928,0.12703063865112887,,,
placeholder-05,2026-04-21T12:00:00Z,40.68843,-107.68368,placeholder_deterministic,123.18411904264678,0.617568496279967,0.025732020678331958,,,
placeholder-05,2026-04-22T12:00:00Z,40.70325,-107.64623,placeholder_deterministic,62.42579808193818,3.561443753524033,0.14839348973016805,,,
placeholder-05,2026-04-23T12:00:00Z,40.70227,-107.65059,placeholder_deterministic,253.48680903883695,0.38335002263369916,0.015972917609737465,,,
placeholder-05,2026-04-24T12:00:00Z,40.70541,-107.6304,placeholder_deterministic,78.40002530600242,1.737378074833499,0.07239075311806246,,,
placeholder-05,2026-04-25T12:00:00Z,40.68199,-107.65223,placeholder_deterministic,215.2571468510071,3.1888973741829596,0.13287072392428997,,,
placeholder-05,2026-04-26T12:00:00Z,40.66089,-107.63135,placeholder_deterministic,143.10309172860036,2.9335422687894868,0.12223092786622862,,,
placeholder-05,2026-04-27T12:00:00Z,40.6891,-107.59133,placeholder_deterministic,47.08163872115432,4.607608666398035,0.19198369443325147,,,
placeholder-05,2026-04-28T12:00:00Z,40.67708,-107.54823,placeholder_deterministic,110.17772484634975,3.872261101481731,0.16134421256173878,,,
placeholder-05,2026-04-29T12:00:00Z,40.67486,-107.45532,placeholder_deterministic,91.77426210966047,7.839089363219166,0.32662872346746524,,,
placeholder-05,2026-04-30T12:00:00Z,40.68128,-107.42829,placeholder_deterministic,72.60145749949584,2.3885699195589085,0.09952374664828785,,,
placeholder-05,2026-05-01T12:00:00Z,40.69117,-107.40859,placeholder_deterministic,56.4868262008348,1.9921151740899479,0.0830047989204145,,,
placeholder-05,2026-05-02T12:00:00Z,40.6807,-107.36759,placeholder_deterministic,108.59828081235258,3.6478263465439604,0.15199276443933168,,,
placeholder-05,2026-05-03T12:00:00Z,40.67847,-107.32319,placeholder_deterministic,93.77458979137339,3.752299697614107,0.15634582073392114,,,
placeholder-05,2026-05-04T12:00:00Z,40.67959,-107.25749,placeholder_deterministic,88.69087411465898,5.541698075742887,0.23090408648928695,,,
placeholder-05,2026-05-05T12:00:00Z,40.69536,-107.27509,placeholder_deterministic,319.76551089626037,2.297191058910863,0.09571629412128596,,,
placeholder-05,2026-05-06T12:00:00Z,40.69661,-107.26559,placeholder_deterministic,80.15152181583653,0.8128762526504544,0.0338698438604356,,,
placeholder-05,2026-05-07T12:00:00Z,40.72128,-107.24976,placeholder_deterministic,25.933439697760264,3.050473490041847,0.12710306208507696,,,
placeholder-05,2026-05-08T12:00:00Z,40.73234,-107.24147,placeholder_deterministic,29.595137445043463,1.4143723334979936,0.0589321805624164,,,
placeholder-05,2026-05-09T12:00:00Z,40.73651,-107.23208,placeholder_deterministic,59.62368375768858,0.9170378947025316,0.03820991227927215,,,
placeholder-05,2026-05-10T12:00:00Z,40.73942,-107.17283,placeholder_deterministic,86.27196748897421,5.002444142661771,0.20843517261090713,,,
placeholder-05,2026-05-11T12:00:00Z,40.74936,-107.15433,placeholder_deterministic,54.650356942408564,1.9106628655652071,0.07961095273188364,,,
placeholder-05,2026-05-12T12:00:00Z,40.75598,-107.13274,placeholder_deterministic,67.95657669083192,1.9619399498107908,0.08174749790878295,,,
placeholder-05,2026-05-13T12:00:00Z,40.73393,-107.14057,placeholder_deterministic,195.06049255630685,2.539029210574217,0.1057928837739257,,,
placeholder-05,2026-05-14T12:00:00Z,40.6965,-107.13608,placeholder_deterministic,174.80331976201205,4.179194387193061,0.17413309946637753,,,
placeholder-05,2026-05-15T12:00:00Z,40.69464,-107.16713,placeholder_deterministic,265.49262804684815,2.6258682442059267,0.10941117684191361,,,
placeholder-05,2026-05-16T12:00:00Z,40.71157,-107.19442,placeholder_deterministic,309.3033271698354,2.972545947086579,0.12385608112860746,,,
placeholder-05,2026-05-17T12:00:00Z,40.67672,-107.11825,placeholder_deterministic,121.0836480391336,7.500371746826076,0.3125154894510865,,,
placeholder-05,2026-05-18T12:00:00Z,40.69446,-107.20693,placeholder_deterministic,284.80729183649566,7.733219396626191,0.3222174748594246,,,
placeholder-05,2026-05-19T12:00:00Z,40.70112,-107.25484,placeholder_deterministic,280.4055551533652,4.106310581703218,0.17109627423763407,,,
placeholder-05,2026-05-20T12:00:00Z,40.66536,-107.26162,placeholder_deterministic,188.18392155064325,4.017219005707003,0.16738412523779178,,,
placeholder-05,2026-05-21T12:00:00Z,40.66432,-107.27928,placeholder_deterministic,265.5664005373803,1.4940180603716853,0.06225075251548689,,,
placeholder-05,2026-05-22T12:00:00Z,40.68195,-107.3005,placeholder_deterministic,317.6145452531906,2.6543625322130198,0.11059843884220916,,,
placeholder-05,2026-05-23T12:00:00Z,40.67446,-107.28435,placeholder_deterministic,121.44196801881014,1.5963755485144606,0.0665156478547692,,,
placeholder-05,2026-05-24T12:00:00Z,40.65305,-107.27041,placeholder_deterministic,153.71124696403115,2.655209478521938,0.1106337282717474,,,
placeholder-05,2026-05-25T12:00:00Z,40.66958,-107.23567,placeholder_deterministic,57.89044301410746,3.4590648270554656,0.14412770112731108,,,
placeholder-05,2026-05-26T12:00:00Z,40.66074,-107.21513,placeholder_deterministic,119.56327914318223,1.9918760436658618,0.08299483515274424,,,
placeholder-05,2026-05-27T12:00:00Z,40.63451,-107.21896,placeholder_deterministic,186.3230804509816,2.9344873420693243,0.12227030591955518,,,
placeholder-05,2026-05-28T12:00:00Z,40.60698,-107.22329,placeholder_deterministic,186.8093519360223,3.0829338323731554,0.12845557634888147,,,
placeholder-05,2026-05-29T12:00:00Z,40.60776,-107.23145,placeholder_deterministic,277.17892333418985,0.6942880017602848,0.028928666740011866,,,
placeholder-05,2026-05-30T12:00:00Z,40.61603,-107.28656,placeholder_deterministic,281.19981364687646,4.741969315490611,0.19758205481210878,,,
placeholder-05,2026-05-31T12:00:00Z,40.64319,-107.26623,placeholder_deterministic,29.593571058164343,3.473349597590497,0.14472289989960405,,,
placeholder-05,2026-06-01T12:00:00Z,40.62003,-107.26974,placeholder_deterministic,186.56227121564814,2.5922524192272625,0.1080105174678026,,,
placeholder-05,2026-06-02T12:00:00Z,40.65471,-107.29878,placeholder_deterministic,327.5761239027182,4.568917754432111,0.19037157310133798,,,
placeholder-06,2026-03-05T12:00:00Z,40.55133,-106.48716,placeholder_deterministic,,0.0,0.0,,,
placeholder-06,2026-03-06T12:00:00Z,40.54095,-106.50124,placeholder_deterministic,225.87199673427764,1.6575735711479322,0.06906556546449717,,,
placeholder-06,2026-03-07T12:00:00Z,40.51142,-106.53831,placeholder_deterministic,223.66918019437006,4.538575756505515,0.1891073231877298,,,
placeholder-06,2026-03-08T12:00:00Z,40.49929,-106.54903,placeholder_deterministic,213.90308940524707,1.6250220369744794,0.06770925154060331,,,
placeholder-06,2026-03-09T12:00:00Z,40.46284,-106.5679,placeholder_deterministic,201.4991487200786,4.355958886200927,0.18149828692503864,,,
placeholder-06,2026-03-10T12:00:00Z,40.46009,-106.56637,placeholder_deterministic,157.05631289667235,0.33205425802240063,0.013835594084266692,,,
placeholder-06,2026-03-11T12:00:00Z,40.44614,-106.55838,placeholder_deterministic,156.44818627588484,1.6920913666992161,0.07050380694580068,,,
placeholder-06,2026-03-12T12:00:00Z,40.42286,-106.57664,placeholder_deterministic,210.8438507454616,3.014855966635441,0.12561899860981005,,,
placeholder-06,2026-03-13T12:00:00Z,40.39931,-106.60035,placeholder_deterministic,217.48095373309224,3.2995432126261255,0.13748096719275524,,,
placeholder-06,2026-03-14T12:00:00Z,40.37841,-106.57153,placeholder_deterministic,133.58544322713038,3.370258681007915,0.14042744504199647,,,
placeholder-06,2026-03-15T12:00:00Z,40.35929,-106.59467,placeholder_deterministic,222.68599247334618,2.891915809864619,0.12049649207769246,,,
placeholder-06,2026-03-16T12:00:00Z,40.35389,-106.65375,placeholder_deterministic,263.179469208644,5.041953268533681,0.21008138618890337,,,
placeholder-06,2026-03-17T12:00:00Z,40.32611,-106.64165,placeholder_deterministic,161.63017555848273,3.2547817177290295,0.13561590490537623,,,
placeholder-06,2026-03-18T12:00:00Z,40.31193,-106.63843,placeholder_deterministic,170.1762455144103,1.6002024707700915,0.06667510294875381,,,
placeholder-06,2026-03-19T12:00:00Z,40.28684,-106.62062,placeholder_deterministic,151.5639722700812,3.1724921576184744,0.1321871732341031,,,
placeholder-06,2026-03-20T12:00:00Z,40.31371,-106.64805,placeholder_deterministic,322.10597193107895,3.78657402351236,0.15777391764634832,,,
placeholder-06,2026-03-21T12:00:00Z,40.33294,-106.56393,placeholder_deterministic,73.2817804234262,7.444995640989346,0.3102081517078894,,,
placeholder-06,2026-03-22T12:00:00Z,40.33456,-106.53512,placeholder_deterministic,85.77186732546375,2.44864163784802,0.10202673491033416,,,
placeholder-06,2026-03-23T12:00:00Z,40.35258,-106.49788,placeholder_deterministic,57.57741622551947,3.738432743973598,0.1557680309988999,,,
placeholder-06,2026-03-24T12:00:00Z,40.34845,-106.51131,placeholder_deterministic,248.0293656642678,1.2272393099590988,0.05113497124829578,,,
placeholder-06,2026-03-25T12:00:00Z,40.3458,-106.47545,placeholder_deterministic,95.52661119006859,3.053231965017471,0.12721799854239463,,,
placeholder-06,2026-03-26T12:00:00Z,40.34491,-106.47764,placeholder_deterministic,241.9335223435575,0.2103338892775756,0.008763912053232317,,,
placeholder-06,2026-03-27T12:00:00Z,40.33504,-106.51326,placeholder_deterministic,250.03361839636642,3.212260276553402,0.13384417818972508,,,
placeholder-06,2026-03-28T12:00:00Z,40.28461,-106.50311,placeholder_deterministic,171.27109241537573,5.673221204382913,0.23638421684928804,,,
placeholder-06,2026-03-29T12:00:00Z,40.28572,-106.47188,placeholder_deterministic,87.32225504023535,2.651910716850997,0.11049627986879156,,,
placeholder-06,2026-03-30T12:00:00Z,40.29887,-106.41985,placeholder_deterministic,71.65057371106917,4.6488437867883965,0.19370182444951653,,,
placeholder-06,2026-03-31T12:00:00Z,40.30347,-106.40653,placeholder_deterministic,65.63373295897316,1.2399927925391436,0.051666366355797654,,,
placeholder-06,2026-04-01T12:00:00Z,40.34726,-106.38094,placeholder_deterministic,24.005684682866672,5.330609754751488,0.222108739781312,,,
placeholder-06,2026-04-02T12:00:00Z,40.33277,-106.43651,placeholder_deterministic,251.13230689356652,4.977785719921595,0.20740773833006645,,,
placeholder-06,2026-04-03T12:00:00Z,40.35947,-106.49234,placeholder_deterministic,302.1258007063267,5.5857620607819545,0.23274008586591477,,,
placeholder-06,2026-04-04T12:00:00Z,40.3901,-106.52687,placeholder_deterministic,319.3544233861505,4.489563243217142,0.18706513513404757,,,
placeholder-06,2026-04-05T12:00:00Z,40.38302,-106.54871,placeholder_deterministic,246.95244496998976,2.01032356258636,0.08376348177443166,,,
placeholder-06,2026-04-06T12:00:00Z,40.36878,-106.53367,placeholder_deterministic,141.17465201642085,2.03232876031695,0.08468036501320625,,,
placeholder-06,2026-04-07T12:00:00Z,40.39664,-106.55758,placeholder_deterministic,326.83369573283994,3.7011294435412694,0.15421372681421955,,,
placeholder-06,2026-04-08T12:00:00Z,40.39057,-106.5719,placeholder_deterministic,240.9060394448636,1.3878957804732415,0.05782899085305173,,,
placeholder-06,2026-04-09T12:00:00Z,40.3908,-106.52982,placeholder_deterministic,89.57520183556557,3.563885295625447,0.1484952206510603,,,
placeholder-06,2026-04-10T12:00:00Z,40.40049,-106.56952,placeholder_deterministic,287.78295783752384,3.530422115521327,0.1471009214800553,,,
placeholder-06,2026-04-11T12:00:00Z,40.39096,-106.57492,placeholder_deterministic,203.34383795903486,1.1541482501530713,0.048089510423044636,,,
placeholder-06,2026-04-12T12:00:00Z,40.39299,-106.59908,placeholder_deterministic,276.3032604668564,2.0585066379108774,0.08577110991295323,,,
placeholder-06,2026-04-13T12:00:00Z,40.38969,-106.54918,placeholder_deterministic,94.94633217347501,4.241936112557354,0.17674733802322307,,,
placeholder-06,2026-04-14T12:00:00Z,40.34168,-106.58023,placeholder_deterministic,206.2426791521227,5.9514243200694175,0.24797601333622574,,,
placeholder-06,2026-04-15T12:00:00Z,40.3523,-106.58027,placeholder_deterministic,359.83554157641856,1.180894986340829,0.0492039577642012,,,
placeholder-06,2026-04-16T12:00:00Z,40.35938,-106.55839,placeholder_deterministic,66.98543689952845,2.014218970728324,0.0839257904470135,,,
placeholder-06,2026-04-17T12:00:00Z,40.35843,-106.61104,placeholder_deterministic,268.66057792808243,4.462330456138643,0.18593043567244347,,,
placeholder-06,2026-04-18T12:00:00Z,40.36286,-106.65645,placeholder_deterministic,277.3105080593578,3.8789340531132277,0.16162225221305115,,,
placeholder-06,2026-04-19T12:00:00Z,40.38,-106.61795,placeholder_deterministic,59.68759071283836,3.7775619508694382,0.15739841461955992,,,
placeholder-06,2026-04-20T12:00:00Z,40.3965,-106.62798,placeholder_deterministic,335.15893497886753,2.021831116661574,0.08424296319423225,,,
placeholder-06,2026-04-21T12:00:00Z,40.41671,-106.6109,placeholder_deterministic,32.75707497347469,2.6723703167596113,0.11134876319831714,,,
placeholder-06,2026-04-22T12:00:00Z,40.42363,-106.58492,placeholder_deterministic,70.70822288267732,2.3300279760171545,0.09708449900071477,,,
placeholder-06,2026-04-23T12:00:00Z,40.43031,-106.60656,placeholder_deterministic,292.0800602250791,1.976597132443914,0.08235821385182975,,,
placeholder-06,2026-04-24T12:00:00Z,40.47079,-106.61115,placeholder_deterministic,355.0699116069443,4.517895564728937,0.18824564853037237,,,
placeholder-06,2026-04-25T12:00:00Z,40.47916,-106.6163,placeholder_deterministic,334.91988074282426,1.027600604986748,0.04281669187444784,,,
placeholder-06,2026-04-26T12:00:00Z,40.47823,-106.61284,placeholder_deterministic,109.46049945645143,0.3103809126504807,0.012932538027103362,,,
placeholder-06,2026-04-27T12:00:00Z,40.49164,-106.60928,placeholder_deterministic,11.414128020305384,1.5212160306383518,0.06338400127659799,,,
placeholder-06,2026-04-28T12:00:00Z,40.49041,-106.5644,placeholder_deterministic,92.04930395831639,3.7977226396395682,0.15823844331831535,,,
placeholder-06,2026-04-29T12:00:00Z,40.50846,-106.58331,placeholder_deterministic,321.4638217034511,2.566097479031965,0.10692072829299853,,,
placeholder-06,2026-04-30T12:00:00Z,40.47234,-106.6527,placeholder_deterministic,235.63275194278498,7.110870444002652,0.2962862685001105,,,
placeholder-06,2026-05-01T12:00:00Z,40.46127,-106.68591,placeholder_deterministic,246.35035941282285,3.0672352065023154,0.12780146693759648,,,
placeholder-06,2026-05-02T12:00:00Z,40.44653,-106.71385,placeholder_deterministic,235.27511424743264,2.8766397477479075,0.11985998948949615,,,
placeholder-06,2026-05-03T12:00:00Z,40.45333,-106.73525,placeholder_deterministic,292.6707280659133,1.9623166522609852,0.08176319384420772,,,
placeholder-06,2026-05-04T12:00:00Z,40.45799,-106.76642,placeholder_deterministic,281.12595057954263,2.6876897227520544,0.1119870717813356,,,
placeholder-06,2026-05-05T12:00:00Z,40.45082,-106.7615,placeholder_deterministic,152.42757215599613,0.8994046236219088,0.03747519265091286,,,
placeholder-06,2026-05-06T12:00:00Z,40.4497,-106.72216,placeholder_deterministic,92.1298158398314,3.331120106988125,0.1387966711245052,,,
placeholder-06,2026-05-07T12:00:00Z,40.43804,-106.71077,placeholder_deterministic,143.3684887643875,1.6155610465514079,0.06731504360630866,,,
placeholder-06,2026-05-08T12:00:00Z,40.44038,-106.72912,placeholder_deterministic,279.517439225908,1.5746047764469686,0.06560853235195703,,,
placeholder-06,2026-05-09T12:00:00Z,40.43626,-106.7345,placeholder_deterministic,224.82558493040656,0.6459010854393854,0.02691254522664106,,,
placeholder-06,2026-05-10T12:00:00Z,40.4344,-106.75802,placeholder_deterministic,264.075928811633,2.0013246144601866,0.08338852560250777,,,
placeholder-06,2026-05-11T12:00:00Z,40.40636,-106.73849,placeholder_deterministic,152.058689609878,3.5291194213078643,0.14704664255449434,,,
placeholder-06,2026-05-12T12:00:00Z,40.40204,-106.73545,placeholder_deterministic,151.81376465131166,0.5449834562553859,0.02270764401064108,,,
placeholder-06,2026-05-13T12:00:00Z,40.41253,-106.71017,placeholder_deterministic,61.40379750951627,2.4376489214938752,0.1015687050622448,,,
placeholder-06,2026-05-14T12:00:00Z,40.3966,-106.72249,placeholder_deterministic,210.49872866283215,2.055686371465718,0.08565359881107158,,,
placeholder-06,2026-05-15T12:00:00Z,40.39199,-106.72355,placeholder_deterministic,189.9332094749648,0.5204092645759062,0.021683719357329424,,,
placeholder-06,2026-05-16T12:00:00Z,40.40722,-106.67083,placeholder_deterministic,69.20910880418546,4.774728400592809,0.19894701669136705,,,
placeholder-06,2026-05-17T12:00:00Z,40.38392,-106.69913,placeholder_deterministic,222.77859546433464,3.5293131754467555,0.1470547156436148,,,
placeholder-06,2026-05-18T12:00:00Z,40.37266,-106.66725,placeholder_deterministic,114.86437239831639,2.976580989755593,0.12402420790648304,,,
placeholder-06,2026-05-19T12:00:00Z,40.37226,-106.6765,placeholder_deterministic,266.7543242781293,0.7848641859039914,0.03270267441266631,,,
placeholder-06,2026-05-20T12:00:00Z,40.3603,-106.61781,placeholder_deterministic,104.9548081506141,5.147084676580695,0.21446186152419563,,,
placeholder-06,2026-05-21T12:00:00Z,40.35815,-106.61294,placeholder_deterministic,120.08507534782245,0.47688952033074167,0.01987039668044757,,,
placeholder-06,2026-05-22T12:00:00Z,40.35773,-106.58057,placeholder_deterministic,90.96501269719016,2.743174897426049,0.1142989540594187,,,
placeholder-06,2026-05-23T12:00:00Z,40.37623,-106.5588,placeholder_deterministic,41.87186863192312,2.762858332941811,0.1151190972059088,,,
placeholder-06,2026-05-24T12:00:00Z,40.37603,-106.61714,placeholder_deterministic,269.76106396138914,4.941985435038791,0.20591605979328295,,,
placeholder-06,2026-05-25T12:00:00Z,40.38584,-106.56479,placeholder_deterministic,76.16262659105689,4.566412160022845,0.19026717333428522,,,
placeholder-06,2026-05-26T12:00:00Z,40.36624,-106.58755,placeholder_deterministic,221.50436152074758,2.909810504270937,0.12124210434462236,,,
placeholder-06,2026-05-27T12:00:00Z,40.34499,-106.55278,placeholder_deterministic,128.71848470453335,3.776713539914172,0.1573630641630905,,,
placeholder-06,2026-05-28T12:00:00Z,40.31532,-106.60575,placeholder_deterministic,233.71016665635238,5.571846598629069,0.23216027494287786,,,
placeholder-06,2026-05-29T12:00:00Z,40.33041,-106.60329,placeholder_deterministic,7.08413617417466,1.6908420211469706,0.07045175088112378,,,
placeholder-06,2026-05-30T12:00:00Z,40.31107,-106.63333,placeholder_deterministic,229.83158379953224,3.3332650358587386,0.13888604316078076,,,
placeholder-06,2026-05-31T12:00:00Z,40.2995,-106.61492,placeholder_deterministic,129.48584565166755,2.0229409822451627,0.08428920759354845,,,
placeholder-06,2026-06-01T12:00:00Z,40.33181,-106.59122,placeholder_deterministic,29.21070984897858,4.116464017906572,0.1715193340794405,,,
placeholder-06,2026-06-02T12:00:00Z,40.33573,-106.62172,placeholder_deterministic,279.58015611851226,2.6217429463413597,0.10923928943089,,,
placeholder-07,2026-03-05T12:00:00Z,40.13544,-106.61902,placeholder_deterministic,,0.0,0.0,,,
placeholder-07,2026-03-06T12:00:00Z,40.14823,-106.63585,placeholder_deterministic,314.83634896460165,2.0172321195940492,0.08405133831641871,,,
placeholder-07,2026-03-07T12:00:00Z,40.11859,-106.66249,placeholder_deterministic,214.5039767520537,3.9989450762743077,0.1666227115114295,,,
placeholder-07,2026-03-08T12:00:00Z,40.08275,-106.67625,placeholder_deterministic,196.37048393793134,4.1535223321363395,0.17306343050568082,,,
placeholder-07,2026-03-09T12:00:00Z,40.08224,-106.64659,placeholder_deterministic,91.27787049949552,2.524028592444496,0.10516785801852067,,,
placeholder-07,2026-03-10T12:00:00Z,40.09327,-106.65657,placeholder_deterministic,325.3110958831472,1.4916646738230692,0.062152694742627884,,,
placeholder-07,2026-03-11T12:00:00Z,40.08999,-106.6436,placeholder_deterministic,108.28816772224269,1.162024025647406,0.04841766773530858,,,
placeholder-07,2026-03-12T12:00:00Z,40.0894,-106.62973,placeholder_deterministic,93.17803567430246,1.1817192471637716,0.049238301965157154,,,
placeholder-07,2026-03-13T12:00:00Z,40.07193,-106.61406,placeholder_deterministic,145.53300592797018,2.356058532371839,0.0981691055154933,,,
placeholder-07,2026-03-14T12:00:00Z,40.06008,-106.5778,placeholder_deterministic,113.11219394227709,3.3552128670300654,0.13980053612625273,,,
placeholder-07,2026-03-15T12:00:00Z,40.06766,-106.59609,placeholder_deterministic,298.4419702229767,1.7700468063127992,0.0737519502630333,,,
placeholder-07,2026-03-16T12:00:00Z,40.08716,-106.59585,placeholder_deterministic,0.5394922116678345,2.1683972208537963,0.0903498842022415,,,
placeholder-07,2026-03-17T12:00:00Z,40.12024,-106.59459,placeholder_deterministic,1.668370180555769,3.6798888926630466,0.15332870386096029,,,
placeholder-07,2026-03-18T12:00:00Z,40.08631,-106.59644,placeholder_deterministic,182.3887085559545,3.776123436539475,0.15733847652247812,,,
placeholder-07,2026-03-19T12:00:00Z,40.09058,-106.57593,placeholder_deterministic,74.770293444059,1.8082316295690861,0.07534298456537859,,,
placeholder-07,2026-03-20T12:00:00Z,40.10098,-106.55883,placeholder_deterministic,51.5081002950368,1.858225592510956,0.07742606635462317,,,
placeholder-07,2026-03-21T12:00:00Z,40.07823,-106.56028,placeholder_deterministic,182.79203704279809,2.5326900895619646,0.10552875373174853,,,
placeholder-07,2026-03-22T12:00:00Z,40.08268,-106.51095,placeholder_deterministic,83.26008719459753,4.226055192978688,0.17608563304077865,,,
placeholder-07,2026-03-23T12:00:00Z,40.09238,-106.51644,placeholder_deterministic,336.588718168846,1.175365506918285,0.04897356278826187,,,
placeholder-07,2026-03-24T12:00:00Z,40.10229,-106.5134,placeholder_deterministic,13.204953762719754,1.131873840393494,0.04716141001639559,,,
placeholder-07,2026-03-25T12:00:00Z,40.11944,-106.4797,placeholder_deterministic,56.349108723607,3.4423906781181497,0.14343294492158956,,,
placeholder-07,2026-03-26T12:00:00Z,40.14483,-106.48376,placeholder_deterministic,353.031069599172,2.844260202056292,0.1185108417523455,,,
placeholder-07,2026-03-27T12:00:00Z,40.16634,-106.50984,placeholder_deterministic,317.18781528589966,3.2608721995318186,0.13586967498049243,,,
placeholder-07,2026-03-28T12:00:00Z,40.21748,-106.49367,placeholder_deterministic,13.573599021763187,5.850029278405861,0.24375121993357754,,,
placeholder-07,2026-03-29T12:00:00Z,40.19985,-106.53183,placeholder_deterministic,238.84032677273308,3.7873515095296537,0.1578063128970689,,,
placeholder-07,2026-03-30T12:00:00Z,40.20016,-106.53425,placeholder_deterministic,279.521471624915,0.2084017124710677,0.008683404686294487,,,
placeholder-07,2026-03-31T12:00:00Z,40.19399,-106.54157,placeholder_deterministic,222.1851006803119,0.9258654219524385,0.03857772591468494,,,
placeholder-07,2026-04-01T12:00:00Z,40.1669,-106.57702,placeholder_deterministic,225.00549038263523,4.259551717287074,0.17748132155362809,,,
placeholder-07,2026-04-02T12:00:00Z,40.15208,-106.56424,placeholder_deterministic,146.6089397992812,1.9736065251499182,0.08223360521457992,,,
placeholder-07,2026-04-03T12:00:00Z,40.17638,-106.58004,placeholder_deterministic,333.5829343151552,3.0172159299461376,0.1257173304144224,,,
placeholder-07,2026-04-04T12:00:00Z,40.17975,-106.58011,placeholder_deterministic,359.0907959242323,0.3747740905672121,0.015615587106967171,,,
placeholder-07,2026-04-05T12:00:00Z,40.15819,-106.58551,placeholder_deterministic,190.8365994888378,2.4408759432329115,0.10170316430137132,,,
placeholder-07,2026-04-06T12:00:00Z,40.15885,-106.5989,placeholder_deterministic,273.6944506596368,1.1402755178340067,0.04751147990975028,,,
placeholder-07,2026-04-07T12:00:00Z,40.17301,-106.63901,placeholder_deterministic,294.8085213629052,3.7543803552428967,0.15643251480178735,,,
placeholder-07,2026-04-08T12:00:00Z,40.19163,-106.62428,placeholder_deterministic,31.143384296289753,2.4192219136032533,0.10080091306680222,,,
placeholder-07,2026-04-09T12:00:00Z,40.18256,-106.61799,placeholder_deterministic,152.08379466969654,1.1413321766828828,0.047555507361786785,,,
placeholder-07,2026-04-10T12:00:00Z,40.18428,-106.61596,placeholder_deterministic,42.03960993816452,0.257522370289538,0.010730098762064084,,,
placeholder-07,2026-04-11T12:00:00Z,40.17694,-106.61319,placeholder_deterministic,163.91540832716464,0.849418693016866,0.035392445542369415,,,
